"","ID_PEDIDO","CANAL","SUCURSAL"
"1080","1080","1. Presencial","Sucursal 2"
"1081","1081","1. Presencial","Sucursal 2"
"1082","1082","1. Presencial","Sucursal 2"
"1083","1083","1. Presencial","Sucursal 2"
"1084","1084","1. Presencial","Sucursal 2"
"1085","1085","1. Presencial","Sucursal 2"
"1086","1086","1. Presencial","Sucursal 2"
"1087","1087","1. Presencial","Sucursal 2"
"1088","1088","1. Presencial","Sucursal 2"
"1089","1089","1. Presencial","Sucursal 2"
"1090","1090","1. Presencial","Sucursal 2"
"1091","1091","1. Presencial","Sucursal 2"
"1092","1092","1. Presencial","Sucursal 2"
"1093","1093","1. Presencial","Sucursal 2"
"1094","1094","1. Presencial","Sucursal 2"
"1095","1095","1. Presencial","Sucursal 2"
"1096","1096","1. Presencial","Sucursal 2"
"1097","1097","1. Presencial","Sucursal 2"
"1098","1098","1. Presencial","Sucursal 2"
"1099","1099","1. Presencial","Sucursal 2"
"1100","1100","1. Presencial","Sucursal 2"
"1101","1101","1. Presencial","Sucursal 2"
"1102","1102","1. Presencial","Sucursal 2"
"1103","1103","1. Presencial","Sucursal 2"
"1104","1104","1. Presencial","Sucursal 2"
"1105","1105","1. Presencial","Sucursal 2"
"1106","1106","1. Presencial","Sucursal 2"
"1107","1107","1. Presencial","Sucursal 2"
"1108","1108","1. Presencial","Sucursal 2"
"1109","1109","1. Presencial","Sucursal 2"
"1110","1110","1. Presencial","Sucursal 2"
"1111","1111","1. Presencial","Sucursal 2"
"1112","1112","1. Presencial","Sucursal 2"
"1113","1113","1. Presencial","Sucursal 2"
"1114","1114","1. Presencial","Sucursal 2"
"1115","1115","1. Presencial","Sucursal 2"
"1116","1116","1. Presencial","Sucursal 2"
"1117","1117","1. Presencial","Sucursal 2"
"1118","1118","1. Presencial","Sucursal 2"
"1119","1119","1. Presencial","Sucursal 2"
"1120","1120","1. Presencial","Sucursal 2"
"1121","1121","1. Presencial","Sucursal 2"
"1122","1122","1. Presencial","Sucursal 2"
"1123","1123","1. Presencial","Sucursal 2"
"1124","1124","1. Presencial","Sucursal 2"
"1125","1125","1. Presencial","Sucursal 2"
"1126","1126","1. Presencial","Sucursal 2"
"1127","1127","1. Presencial","Sucursal 2"
"1128","1128","1. Presencial","Sucursal 2"
"1129","1129","1. Presencial","Sucursal 2"
"1130","1130","1. Presencial","Sucursal 2"
"1131","1131","1. Presencial","Sucursal 2"
"1132","1132","1. Presencial","Sucursal 2"
"1133","1133","1. Presencial","Sucursal 2"
"1134","1134","1. Presencial","Sucursal 2"
"1135","1135","1. Presencial","Sucursal 2"
"1136","1136","1. Presencial","Sucursal 2"
"1137","1137","1. Presencial","Sucursal 2"
"1138","1138","1. Presencial","Sucursal 2"
"1139","1139","1. Presencial","Sucursal 2"
"1140","1140","1. Presencial","Sucursal 2"
"1141","1141","1. Presencial","Sucursal 2"
"1142","1142","1. Presencial","Sucursal 2"
"1143","1143","1. Presencial","Sucursal 2"
"1144","1144","1. Presencial","Sucursal 2"
"1145","1145","1. Presencial","Sucursal 2"
"1146","1146","1. Presencial","Sucursal 2"
"1147","1147","1. Presencial","Sucursal 2"
"1148","1148","1. Presencial","Sucursal 2"
"1149","1149","1. Presencial","Sucursal 2"
"1150","1150","1. Presencial","Sucursal 2"
"1151","1151","1. Presencial","Sucursal 2"
"1152","1152","1. Presencial","Sucursal 2"
"1153","1153","1. Presencial","Sucursal 2"
"1154","1154","1. Presencial","Sucursal 2"
"1155","1155","1. Presencial","Sucursal 2"
"1156","1156","1. Presencial","Sucursal 2"
"1157","1157","1. Presencial","Sucursal 2"
"1158","1158","1. Presencial","Sucursal 2"
"1159","1159","1. Presencial","Sucursal 2"
"1160","1160","1. Presencial","Sucursal 2"
"1161","1161","1. Presencial","Sucursal 2"
"1162","1162","1. Presencial","Sucursal 2"
"1163","1163","1. Presencial","Sucursal 2"
"1164","1164","1. Presencial","Sucursal 2"
"1165","1165","1. Presencial","Sucursal 2"
"1166","1166","1. Presencial","Sucursal 2"
"1167","1167","1. Presencial","Sucursal 2"
"1168","1168","1. Presencial","Sucursal 2"
"1169","1169","1. Presencial","Sucursal 2"
"1170","1170","1. Presencial","Sucursal 2"
"1171","1171","1. Presencial","Sucursal 2"
"1172","1172","1. Presencial","Sucursal 2"
"1173","1173","1. Presencial","Sucursal 2"
"1174","1174","1. Presencial","Sucursal 2"
"1175","1175","1. Presencial","Sucursal 2"
"1176","1176","1. Presencial","Sucursal 2"
"1177","1177","1. Presencial","Sucursal 2"
"1178","1178","1. Presencial","Sucursal 2"
"1179","1179","1. Presencial","Sucursal 2"
"1180","1180","1. Presencial","Sucursal 2"
"1181","1181","1. Presencial","Sucursal 2"
"1182","1182","1. Presencial","Sucursal 2"
"1183","1183","1. Presencial","Sucursal 2"
"1184","1184","1. Presencial","Sucursal 2"
"1185","1185","1. Presencial","Sucursal 2"
"1186","1186","1. Presencial","Sucursal 2"
"1187","1187","1. Presencial","Sucursal 2"
"1188","1188","1. Presencial","Sucursal 2"
"1189","1189","1. Presencial","Sucursal 2"
"1190","1190","1. Presencial","Sucursal 2"
"1191","1191","1. Presencial","Sucursal 2"
"1192","1192","1. Presencial","Sucursal 2"
"1193","1193","1. Presencial","Sucursal 2"
"1194","1194","1. Presencial","Sucursal 2"
"1195","1195","1. Presencial","Sucursal 2"
"1196","1196","1. Presencial","Sucursal 2"
"1197","1197","1. Presencial","Sucursal 2"
"1198","1198","1. Presencial","Sucursal 2"
"1199","1199","1. Presencial","Sucursal 2"
"1200","1200","1. Presencial","Sucursal 2"
"1201","1201","1. Presencial","Sucursal 2"
"1202","1202","1. Presencial","Sucursal 2"
"1203","1203","1. Presencial","Sucursal 2"
"1204","1204","1. Presencial","Sucursal 2"
"1205","1205","1. Presencial","Sucursal 2"
"1206","1206","1. Presencial","Sucursal 2"
"1207","1207","1. Presencial","Sucursal 2"
"1208","1208","1. Presencial","Sucursal 2"
"1209","1209","1. Presencial","Sucursal 2"
"1210","1210","1. Presencial","Sucursal 2"
"1211","1211","1. Presencial","Sucursal 2"
"1212","1212","1. Presencial","Sucursal 2"
"1213","1213","1. Presencial","Sucursal 2"
"1214","1214","1. Presencial","Sucursal 2"
"1215","1215","1. Presencial","Sucursal 2"
"1216","1216","1. Presencial","Sucursal 2"
"1217","1217","1. Presencial","Sucursal 2"
"1218","1218","1. Presencial","Sucursal 2"
"1219","1219","1. Presencial","Sucursal 2"
"1220","1220","1. Presencial","Sucursal 2"
"1221","1221","1. Presencial","Sucursal 2"
"1222","1222","1. Presencial","Sucursal 2"
"1223","1223","1. Presencial","Sucursal 2"
"1224","1224","1. Presencial","Sucursal 2"
"1225","1225","1. Presencial","Sucursal 2"
"1226","1226","1. Presencial","Sucursal 2"
"1227","1227","1. Presencial","Sucursal 2"
"1228","1228","1. Presencial","Sucursal 2"
"1229","1229","1. Presencial","Sucursal 2"
"1230","1230","1. Presencial","Sucursal 2"
"1231","1231","1. Presencial","Sucursal 2"
"1232","1232","1. Presencial","Sucursal 2"
"1233","1233","1. Presencial","Sucursal 2"
"1234","1234","1. Presencial","Sucursal 2"
"1235","1235","1. Presencial","Sucursal 2"
"1236","1236","1. Presencial","Sucursal 2"
"1237","1237","1. Presencial","Sucursal 2"
"1238","1238","1. Presencial","Sucursal 2"
"1239","1239","1. Presencial","Sucursal 2"
"1240","1240","1. Presencial","Sucursal 2"
"1241","1241","1. Presencial","Sucursal 2"
"1242","1242","1. Presencial","Sucursal 2"
"1243","1243","1. Presencial","Sucursal 2"
"1244","1244","1. Presencial","Sucursal 2"
"1245","1245","1. Presencial","Sucursal 2"
"1246","1246","1. Presencial","Sucursal 2"
"1247","1247","1. Presencial","Sucursal 2"
"1248","1248","1. Presencial","Sucursal 2"
"1249","1249","1. Presencial","Sucursal 2"
"1250","1250","1. Presencial","Sucursal 2"
"1251","1251","1. Presencial","Sucursal 2"
"1252","1252","1. Presencial","Sucursal 2"
"1253","1253","1. Presencial","Sucursal 2"
"1254","1254","1. Presencial","Sucursal 2"
"1255","1255","1. Presencial","Sucursal 2"
"1256","1256","1. Presencial","Sucursal 2"
"1257","1257","1. Presencial","Sucursal 2"
"1258","1258","1. Presencial","Sucursal 2"
"1259","1259","1. Presencial","Sucursal 2"
"1260","1260","1. Presencial","Sucursal 2"
"1261","1261","1. Presencial","Sucursal 3"
"1262","1262","1. Presencial","Sucursal 3"
"1263","1263","1. Presencial","Sucursal 3"
"1264","1264","1. Presencial","Sucursal 3"
"1265","1265","1. Presencial","Sucursal 3"
"1266","1266","1. Presencial","Sucursal 3"
"1267","1267","1. Presencial","Sucursal 3"
"1268","1268","1. Presencial","Sucursal 3"
"1269","1269","1. Presencial","Sucursal 3"
"1270","1270","1. Presencial","Sucursal 3"
"1271","1271","1. Presencial","Sucursal 3"
"1272","1272","1. Presencial","Sucursal 3"
"1273","1273","1. Presencial","Sucursal 3"
"1274","1274","1. Presencial","Sucursal 3"
"1275","1275","1. Presencial","Sucursal 3"
"1276","1276","1. Presencial","Sucursal 3"
"1277","1277","1. Presencial","Sucursal 3"
"1278","1278","1. Presencial","Sucursal 3"
"1279","1279","1. Presencial","Sucursal 3"
"1280","1280","1. Presencial","Sucursal 3"
"1281","1281","1. Presencial","Sucursal 3"
"1282","1282","1. Presencial","Sucursal 3"
"1283","1283","1. Presencial","Sucursal 3"
"1284","1284","1. Presencial","Sucursal 3"
"1285","1285","1. Presencial","Sucursal 3"
"1286","1286","1. Presencial","Sucursal 3"
"1287","1287","1. Presencial","Sucursal 3"
"1288","1288","1. Presencial","Sucursal 3"
"1289","1289","1. Presencial","Sucursal 3"
"1290","1290","1. Presencial","Sucursal 3"
"1291","1291","1. Presencial","Sucursal 3"
"1292","1292","1. Presencial","Sucursal 3"
"1293","1293","1. Presencial","Sucursal 3"
"1294","1294","1. Presencial","Sucursal 3"
"1295","1295","1. Presencial","Sucursal 3"
"1296","1296","1. Presencial","Sucursal 3"
"1297","1297","1. Presencial","Sucursal 3"
"1298","1298","1. Presencial","Sucursal 3"
"1299","1299","1. Presencial","Sucursal 3"
"1300","1300","1. Presencial","Sucursal 3"
"1301","1301","1. Presencial","Sucursal 3"
"1302","1302","1. Presencial","Sucursal 3"
"1303","1303","1. Presencial","Sucursal 3"
"1304","1304","1. Presencial","Sucursal 3"
"1305","1305","1. Presencial","Sucursal 3"
"1306","1306","1. Presencial","Sucursal 3"
"1307","1307","1. Presencial","Sucursal 3"
"1308","1308","1. Presencial","Sucursal 3"
"1309","1309","1. Presencial","Sucursal 3"
"1310","1310","1. Presencial","Sucursal 3"
"1311","1311","1. Presencial","Sucursal 3"
"1312","1312","1. Presencial","Sucursal 3"
"1313","1313","1. Presencial","Sucursal 3"
"1314","1314","1. Presencial","Sucursal 3"
"1315","1315","1. Presencial","Sucursal 3"
"1316","1316","1. Presencial","Sucursal 3"
"1317","1317","1. Presencial","Sucursal 3"
"1318","1318","1. Presencial","Sucursal 3"
"1319","1319","1. Presencial","Sucursal 3"
"1320","1320","1. Presencial","Sucursal 3"
"1321","1321","1. Presencial","Sucursal 3"
"1322","1322","1. Presencial","Sucursal 3"
"1323","1323","1. Presencial","Sucursal 3"
"1324","1324","1. Presencial","Sucursal 3"
"1325","1325","1. Presencial","Sucursal 3"
"1326","1326","1. Presencial","Sucursal 3"
"1327","1327","1. Presencial","Sucursal 3"
"1328","1328","1. Presencial","Sucursal 3"
"1329","1329","1. Presencial","Sucursal 3"
"1330","1330","1. Presencial","Sucursal 3"
"1331","1331","1. Presencial","Sucursal 3"
"1332","1332","1. Presencial","Sucursal 3"
"1333","1333","1. Presencial","Sucursal 3"
"1334","1334","1. Presencial","Sucursal 3"
"1335","1335","1. Presencial","Sucursal 3"
"1336","1336","1. Presencial","Sucursal 3"
"1337","1337","1. Presencial","Sucursal 3"
"1338","1338","1. Presencial","Sucursal 3"
"1339","1339","1. Presencial","Sucursal 3"
"1340","1340","1. Presencial","Sucursal 3"
"1341","1341","1. Presencial","Sucursal 3"
"1342","1342","1. Presencial","Sucursal 3"
"1343","1343","1. Presencial","Sucursal 3"
"1344","1344","1. Presencial","Sucursal 3"
"1345","1345","1. Presencial","Sucursal 3"
"1346","1346","1. Presencial","Sucursal 3"
"1347","1347","1. Presencial","Sucursal 3"
"1348","1348","1. Presencial","Sucursal 3"
"1349","1349","1. Presencial","Sucursal 3"
"1350","1350","1. Presencial","Sucursal 3"
"1351","1351","1. Presencial","Sucursal 3"
"1352","1352","1. Presencial","Sucursal 3"
"1353","1353","1. Presencial","Sucursal 3"
"1354","1354","1. Presencial","Sucursal 3"
"1355","1355","1. Presencial","Sucursal 3"
"1356","1356","1. Presencial","Sucursal 3"
"1357","1357","1. Presencial","Sucursal 3"
"1358","1358","1. Presencial","Sucursal 3"
"1359","1359","1. Presencial","Sucursal 3"
"1360","1360","1. Presencial","Sucursal 3"
"1361","1361","1. Presencial","Sucursal 3"
"1362","1362","1. Presencial","Sucursal 3"
"1363","1363","1. Presencial","Sucursal 3"
"1364","1364","1. Presencial","Sucursal 3"
"1365","1365","1. Presencial","Sucursal 3"
"1366","1366","1. Presencial","Sucursal 3"
"1367","1367","1. Presencial","Sucursal 3"
"1368","1368","1. Presencial","Sucursal 3"
"1369","1369","1. Presencial","Sucursal 3"
"1370","1370","1. Presencial","Sucursal 3"
"1371","1371","1. Presencial","Sucursal 3"
"1372","1372","1. Presencial","Sucursal 3"
"1373","1373","1. Presencial","Sucursal 3"
"1374","1374","1. Presencial","Sucursal 3"
"1375","1375","1. Presencial","Sucursal 3"
"1376","1376","1. Presencial","Sucursal 3"
"1377","1377","1. Presencial","Sucursal 3"
"1378","1378","1. Presencial","Sucursal 3"
"1379","1379","1. Presencial","Sucursal 3"
"1380","1380","1. Presencial","Sucursal 3"
"1381","1381","1. Presencial","Sucursal 3"
"1382","1382","1. Presencial","Sucursal 3"
"1383","1383","1. Presencial","Sucursal 3"
"1384","1384","1. Presencial","Sucursal 3"
"1385","1385","1. Presencial","Sucursal 3"
"1386","1386","1. Presencial","Sucursal 3"
"1387","1387","1. Presencial","Sucursal 3"
"1388","1388","1. Presencial","Sucursal 3"
"1389","1389","1. Presencial","Sucursal 3"
"1390","1390","1. Presencial","Sucursal 3"
"1391","1391","1. Presencial","Sucursal 3"
"1392","1392","1. Presencial","Sucursal 3"
"1393","1393","1. Presencial","Sucursal 3"
"1394","1394","1. Presencial","Sucursal 3"
"1395","1395","1. Presencial","Sucursal 3"
"1396","1396","1. Presencial","Sucursal 3"
"1397","1397","1. Presencial","Sucursal 3"
"1398","1398","1. Presencial","Sucursal 3"
"1399","1399","1. Presencial","Sucursal 3"
"1400","1400","1. Presencial","Sucursal 3"
"1401","1401","1. Presencial","Sucursal 3"
"1402","1402","1. Presencial","Sucursal 3"
"1403","1403","1. Presencial","Sucursal 3"
"1404","1404","1. Presencial","Sucursal 3"
"1405","1405","1. Presencial","Sucursal 3"
"1406","1406","1. Presencial","Sucursal 3"
"1407","1407","1. Presencial","Sucursal 3"
"1408","1408","1. Presencial","Sucursal 3"
"1409","1409","1. Presencial","Sucursal 3"
"1410","1410","1. Presencial","Sucursal 3"
"1411","1411","1. Presencial","Sucursal 3"
"1412","1412","1. Presencial","Sucursal 3"
"1413","1413","1. Presencial","Sucursal 3"
"1414","1414","1. Presencial","Sucursal 3"
"1415","1415","1. Presencial","Sucursal 3"
"1416","1416","1. Presencial","Sucursal 3"
"1417","1417","1. Presencial","Sucursal 3"
"1418","1418","1. Presencial","Sucursal 3"
"1419","1419","1. Presencial","Sucursal 3"
"1420","1420","1. Presencial","Sucursal 3"
"1421","1421","1. Presencial","Sucursal 3"
"1422","1422","1. Presencial","Sucursal 3"
"1423","1423","1. Presencial","Sucursal 3"
"1424","1424","1. Presencial","Sucursal 3"
"1425","1425","1. Presencial","Sucursal 3"
"1426","1426","1. Presencial","Sucursal 3"
"1427","1427","1. Presencial","Sucursal 3"
"1428","1428","1. Presencial","Sucursal 3"
"1429","1429","1. Presencial","Sucursal 3"
"1430","1430","1. Presencial","Sucursal 3"
"1431","1431","1. Presencial","Sucursal 3"
"1432","1432","1. Presencial","Sucursal 3"
"1433","1433","1. Presencial","Sucursal 3"
"1434","1434","1. Presencial","Sucursal 3"
"1435","1435","1. Presencial","Sucursal 3"
"1436","1436","1. Presencial","Sucursal 3"
"1437","1437","1. Presencial","Sucursal 3"
"1438","1438","1. Presencial","Sucursal 3"
"1439","1439","1. Presencial","Sucursal 3"
"1440","1440","1. Presencial","Sucursal 3"
"1441","1441","1. Presencial","Sucursal 3"
"1442","1442","1. Presencial","Sucursal 3"
"1443","1443","1. Presencial","Sucursal 3"
"1444","1444","1. Presencial","Sucursal 3"
"1445","1445","1. Presencial","Sucursal 3"
"1446","1446","1. Presencial","Sucursal 3"
"1447","1447","1. Presencial","Sucursal 3"
"1448","1448","1. Presencial","Sucursal 3"
"1449","1449","1. Presencial","Sucursal 3"
"1450","1450","1. Presencial","Sucursal 3"
"1451","1451","1. Presencial","Sucursal 3"
"1452","1452","1. Presencial","Sucursal 3"
"1453","1453","1. Presencial","Sucursal 3"
"1454","1454","1. Presencial","Sucursal 3"
"1455","1455","1. Presencial","Sucursal 3"
"1456","1456","1. Presencial","Sucursal 3"
"1457","1457","1. Presencial","Sucursal 3"
"1458","1458","1. Presencial","Sucursal 3"
"1459","1459","1. Presencial","Sucursal 3"
"1460","1460","1. Presencial","Sucursal 3"
"1461","1461","1. Presencial","Sucursal 3"
"1462","1462","1. Presencial","Sucursal 3"
"1463","1463","1. Presencial","Sucursal 3"
"1464","1464","1. Presencial","Sucursal 3"
"1465","1465","1. Presencial","Sucursal 3"
"1466","1466","1. Presencial","Sucursal 3"
"1467","1467","1. Presencial","Sucursal 3"
"1468","1468","1. Presencial","Sucursal 3"
"1469","1469","1. Presencial","Sucursal 3"
"1470","1470","1. Presencial","Sucursal 3"
"1471","1471","1. Presencial","Sucursal 3"
"1472","1472","1. Presencial","Sucursal 3"
"1473","1473","1. Presencial","Sucursal 3"
"1474","1474","1. Presencial","Sucursal 3"
"1475","1475","1. Presencial","Sucursal 3"
"1476","1476","1. Presencial","Sucursal 3"
"1477","1477","1. Presencial","Sucursal 3"
"1478","1478","1. Presencial","Sucursal 3"
"1479","1479","1. Presencial","Sucursal 3"
"1480","1480","1. Presencial","Sucursal 3"
"1481","1481","1. Presencial","Sucursal 3"
"1482","1482","1. Presencial","Sucursal 3"
"1483","1483","1. Presencial","Sucursal 3"
"1484","1484","1. Presencial","Sucursal 3"
"1485","1485","1. Presencial","Sucursal 3"
"1486","1486","1. Presencial","Sucursal 3"
"1487","1487","1. Presencial","Sucursal 3"
"1488","1488","1. Presencial","Sucursal 3"
"1489","1489","1. Presencial","Sucursal 3"
"1490","1490","1. Presencial","Sucursal 3"
"1491","1491","1. Presencial","Sucursal 3"
"1492","1492","1. Presencial","Sucursal 3"
"1493","1493","1. Presencial","Sucursal 3"
"1494","1494","1. Presencial","Sucursal 3"
"1495","1495","1. Presencial","Sucursal 3"
"1496","1496","1. Presencial","Sucursal 3"
"1497","1497","1. Presencial","Sucursal 3"
"1498","1498","1. Presencial","Sucursal 3"
"1499","1499","1. Presencial","Sucursal 3"
"1500","1500","1. Presencial","Sucursal 3"
"1501","1501","1. Presencial","Sucursal 3"
"1502","1502","1. Presencial","Sucursal 3"
"1503","1503","1. Presencial","Sucursal 3"
"1504","1504","1. Presencial","Sucursal 3"
"1505","1505","1. Presencial","Sucursal 3"
"1506","1506","1. Presencial","Sucursal 3"
"1507","1507","1. Presencial","Sucursal 3"
"1508","1508","1. Presencial","Sucursal 3"
"1509","1509","1. Presencial","Sucursal 3"
"1510","1510","1. Presencial","Sucursal 3"
"1511","1511","1. Presencial","Sucursal 3"
"1512","1512","1. Presencial","Sucursal 3"
"1513","1513","1. Presencial","Sucursal 3"
"1514","1514","1. Presencial","Sucursal 3"
"1515","1515","1. Presencial","Sucursal 3"
"1516","1516","1. Presencial","Sucursal 3"
"1517","1517","1. Presencial","Sucursal 3"
"1518","1518","1. Presencial","Sucursal 3"
"1519","1519","1. Presencial","Sucursal 3"
"1520","1520","1. Presencial","Sucursal 3"
"1521","1521","1. Presencial","Sucursal 3"
"1522","1522","1. Presencial","Sucursal 3"
"1523","1523","1. Presencial","Sucursal 3"
"1524","1524","1. Presencial","Sucursal 3"
"1525","1525","1. Presencial","Sucursal 3"
"1526","1526","1. Presencial","Sucursal 3"
"1527","1527","1. Presencial","Sucursal 3"
"1528","1528","1. Presencial","Sucursal 3"
"1529","1529","1. Presencial","Sucursal 3"
"1530","1530","1. Presencial","Sucursal 3"
"1531","1531","1. Presencial","Sucursal 3"
"1532","1532","1. Presencial","Sucursal 3"
"1533","1533","1. Presencial","Sucursal 3"
"1534","1534","1. Presencial","Sucursal 3"
"1535","1535","1. Presencial","Sucursal 3"
"1536","1536","1. Presencial","Sucursal 3"
"1537","1537","1. Presencial","Sucursal 3"
"1538","1538","1. Presencial","Sucursal 3"
"1539","1539","1. Presencial","Sucursal 3"
"1540","1540","1. Presencial","Sucursal 3"
"1541","1541","1. Presencial","Sucursal 3"
"1542","1542","1. Presencial","Sucursal 3"
"1543","1543","1. Presencial","Sucursal 3"
"1544","1544","1. Presencial","Sucursal 3"
"1545","1545","1. Presencial","Sucursal 3"
"1546","1546","1. Presencial","Sucursal 3"
"1547","1547","1. Presencial","Sucursal 3"
"1548","1548","1. Presencial","Sucursal 3"
"1549","1549","1. Presencial","Sucursal 3"
"1550","1550","1. Presencial","Sucursal 3"
"1551","1551","1. Presencial","Sucursal 3"
"1552","1552","1. Presencial","Sucursal 3"
"1553","1553","1. Presencial","Sucursal 3"
"1554","1554","1. Presencial","Sucursal 3"
"1555","1555","1. Presencial","Sucursal 3"
"1556","1556","1. Presencial","Sucursal 3"
"1557","1557","1. Presencial","Sucursal 3"
"1558","1558","1. Presencial","Sucursal 3"
"1559","1559","1. Presencial","Sucursal 3"
"1560","1560","1. Presencial","Sucursal 3"
"1561","1561","1. Presencial","Sucursal 3"
"1562","1562","1. Presencial","Sucursal 3"
"1563","1563","1. Presencial","Sucursal 3"
"1564","1564","1. Presencial","Sucursal 3"
"1565","1565","1. Presencial","Sucursal 3"
"1566","1566","1. Presencial","Sucursal 3"
"1567","1567","1. Presencial","Sucursal 3"
"1568","1568","1. Presencial","Sucursal 3"
"1569","1569","1. Presencial","Sucursal 3"
"1570","1570","1. Presencial","Sucursal 3"
"1571","1571","1. Presencial","Sucursal 3"
"1572","1572","1. Presencial","Sucursal 3"
"1573","1573","1. Presencial","Sucursal 3"
"1574","1574","1. Presencial","Sucursal 3"
"1575","1575","1. Presencial","Sucursal 3"
"1576","1576","1. Presencial","Sucursal 3"
"1577","1577","1. Presencial","Sucursal 3"
"1578","1578","1. Presencial","Sucursal 3"
"1579","1579","1. Presencial","Sucursal 3"
"1580","1580","1. Presencial","Sucursal 3"
"1581","1581","1. Presencial","Sucursal 3"
"1582","1582","1. Presencial","Sucursal 3"
"1583","1583","1. Presencial","Sucursal 3"
"1584","1584","1. Presencial","Sucursal 3"
"1585","1585","1. Presencial","Sucursal 3"
"1586","1586","1. Presencial","Sucursal 3"
"1587","1587","1. Presencial","Sucursal 3"
"1588","1588","1. Presencial","Sucursal 3"
"1589","1589","1. Presencial","Sucursal 3"
"1590","1590","1. Presencial","Sucursal 3"
"1591","1591","1. Presencial","Sucursal 3"
"1592","1592","1. Presencial","Sucursal 3"
"1593","1593","1. Presencial","Sucursal 3"
"1594","1594","1. Presencial","Sucursal 3"
"1595","1595","1. Presencial","Sucursal 3"
"1596","1596","1. Presencial","Sucursal 3"
"1597","1597","1. Presencial","Sucursal 3"
"1598","1598","1. Presencial","Sucursal 3"
"1599","1599","1. Presencial","Sucursal 3"
"1600","1600","1. Presencial","Sucursal 3"
"1601","1601","1. Presencial","Sucursal 3"
"1602","1602","1. Presencial","Sucursal 3"
"1603","1603","1. Presencial","Sucursal 3"
"1604","1604","1. Presencial","Sucursal 3"
"1605","1605","1. Presencial","Sucursal 3"
"1606","1606","1. Presencial","Sucursal 3"
"1607","1607","1. Presencial","Sucursal 3"
"1608","1608","1. Presencial","Sucursal 3"
"1609","1609","1. Presencial","Sucursal 3"
"1610","1610","1. Presencial","Sucursal 3"
"1611","1611","1. Presencial","Sucursal 3"
"1612","1612","1. Presencial","Sucursal 3"
"1613","1613","1. Presencial","Sucursal 3"
"1614","1614","1. Presencial","Sucursal 3"
"1615","1615","1. Presencial","Sucursal 3"
"1616","1616","1. Presencial","Sucursal 3"
"1617","1617","1. Presencial","Sucursal 3"
"1618","1618","1. Presencial","Sucursal 3"
"1619","1619","1. Presencial","Sucursal 3"
"1620","1620","1. Presencial","Sucursal 3"
"1621","1621","1. Presencial","Sucursal 4"
"1622","1622","1. Presencial","Sucursal 4"
"1623","1623","1. Presencial","Sucursal 4"
"1624","1624","1. Presencial","Sucursal 4"
"1625","1625","1. Presencial","Sucursal 4"
"1626","1626","1. Presencial","Sucursal 4"
"1627","1627","1. Presencial","Sucursal 4"
"1628","1628","1. Presencial","Sucursal 4"
"1629","1629","1. Presencial","Sucursal 4"
"1630","1630","1. Presencial","Sucursal 4"
"1631","1631","1. Presencial","Sucursal 4"
"1632","1632","1. Presencial","Sucursal 4"
"1633","1633","1. Presencial","Sucursal 4"
"1634","1634","1. Presencial","Sucursal 4"
"1635","1635","1. Presencial","Sucursal 4"
"1636","1636","1. Presencial","Sucursal 4"
"1637","1637","1. Presencial","Sucursal 4"
"1638","1638","1. Presencial","Sucursal 4"
"1639","1639","1. Presencial","Sucursal 4"
"1640","1640","1. Presencial","Sucursal 4"
"1641","1641","1. Presencial","Sucursal 4"
"1642","1642","1. Presencial","Sucursal 4"
"1643","1643","1. Presencial","Sucursal 4"
"1644","1644","1. Presencial","Sucursal 4"
"1645","1645","1. Presencial","Sucursal 4"
"1646","1646","1. Presencial","Sucursal 4"
"1647","1647","1. Presencial","Sucursal 4"
"1648","1648","1. Presencial","Sucursal 4"
"1649","1649","1. Presencial","Sucursal 4"
"1650","1650","1. Presencial","Sucursal 4"
"1651","1651","1. Presencial","Sucursal 4"
"1652","1652","1. Presencial","Sucursal 4"
"1653","1653","1. Presencial","Sucursal 4"
"1654","1654","1. Presencial","Sucursal 4"
"1655","1655","1. Presencial","Sucursal 4"
"1656","1656","1. Presencial","Sucursal 4"
"1657","1657","1. Presencial","Sucursal 4"
"1658","1658","1. Presencial","Sucursal 4"
"1659","1659","1. Presencial","Sucursal 4"
"1660","1660","1. Presencial","Sucursal 4"
"1661","1661","1. Presencial","Sucursal 4"
"1662","1662","1. Presencial","Sucursal 4"
"1663","1663","1. Presencial","Sucursal 4"
"1664","1664","1. Presencial","Sucursal 4"
"1665","1665","1. Presencial","Sucursal 4"
"1666","1666","1. Presencial","Sucursal 4"
"1667","1667","1. Presencial","Sucursal 4"
"1668","1668","1. Presencial","Sucursal 4"
"1669","1669","1. Presencial","Sucursal 4"
"1670","1670","1. Presencial","Sucursal 4"
"1671","1671","1. Presencial","Sucursal 4"
"1672","1672","1. Presencial","Sucursal 4"
"1673","1673","1. Presencial","Sucursal 4"
"1674","1674","1. Presencial","Sucursal 4"
"1675","1675","1. Presencial","Sucursal 4"
"1676","1676","1. Presencial","Sucursal 4"
"1677","1677","1. Presencial","Sucursal 4"
"1678","1678","1. Presencial","Sucursal 4"
"1679","1679","1. Presencial","Sucursal 4"
"1680","1680","1. Presencial","Sucursal 4"
"1681","1681","1. Presencial","Sucursal 4"
"1682","1682","1. Presencial","Sucursal 4"
"1683","1683","1. Presencial","Sucursal 4"
"1684","1684","1. Presencial","Sucursal 4"
"1685","1685","1. Presencial","Sucursal 4"
"1686","1686","1. Presencial","Sucursal 4"
