"","rangoEdad","bancarizado","historial","deuda","tipo","hijos","tarjetas","moroso"
"1587","De 36 a 49",0,1,0.206982750274246,"Independiente","Tiene hijos",3,"No moroso"
"1588","De 36 a 49",0,0,1.70051010782053,"Independiente","No tiene hijos",1,"No moroso"
"1589","De 36 a 49",0,0,1.34898646251498,"Independiente","No tiene hijos",7,"Moroso"
"1590","De 36 a 49",0,0,1.99735677226215,"Independiente","Tiene hijos",3,"Moroso"
"1591","De 50 a mas",0,1,0.375366000702357,"Independiente","Tiene hijos",1,"No moroso"
"1592","De 50 a mas",1,0,0.474777467335423,"Dependiente","No tiene hijos",7,"Moroso"
"1593","De 36 a 49",0,0,0.149949646725867,"Independiente","No tiene hijos",3,"Moroso"
"1594","De 36 a 49",0,0,0.0885737224954527,"Dependiente","No tiene hijos",0,"No moroso"
"1595","De 36 a 49",0,0,3.41031783740024,"Independiente","No tiene hijos",6,"Moroso"
"1596","De 18 a 35",0,0,0.66487933675973,"Independiente","No tiene hijos",6,"Moroso"
"1597","De 36 a 49",0,0,0.0566577980310773,"Independiente","Tiene hijos",6,"Moroso"
"1598","De 18 a 35",0,1,0.561895217048969,"Independiente","No tiene hijos",1,"No moroso"
"1599","De 36 a 49",1,0,2.4290220003973,"Independiente","No tiene hijos",5,"Moroso"
"1600","De 36 a 49",1,1,0.630786204027926,"Independiente","Tiene hijos",5,"No moroso"
"1601","De 36 a 49",1,0,0.0212154738227385,"Independiente","No tiene hijos",1,"No moroso"
"1602","De 18 a 35",0,0,0.205685862193734,"Independiente","No tiene hijos",3,"Moroso"
"1603","De 36 a 49",1,0,0.492875218370025,"Dependiente","No tiene hijos",4,"Moroso"
"1604","De 50 a mas",1,1,0.431849490797736,"Independiente","No tiene hijos",4,"No moroso"
"1605","De 50 a mas",1,1,1.48650258537082,"Dependiente","No tiene hijos",4,"No moroso"
"1606","De 18 a 35",0,1,0.378620563400103,"Independiente","No tiene hijos",5,"Moroso"
"1607","De 50 a mas",1,1,0.917936008252259,"Independiente","No tiene hijos",7,"No moroso"
"1608","De 18 a 35",1,0,0.0191860418985222,"Dependiente","No tiene hijos",6,"Moroso"
"1609","De 36 a 49",1,1,0.359559247122991,"Independiente","No tiene hijos",4,"No moroso"
"1610","De 36 a 49",1,0,0.679510245101266,"Independiente","Tiene hijos",4,"Moroso"
"1611","De 36 a 49",1,1,2.80448533526939,"Independiente","No tiene hijos",4,"Moroso"
"1612","De 36 a 49",0,0,2.36089250133051,"Dependiente","No tiene hijos",5,"Moroso"
"1613","De 36 a 49",0,1,3.43141314004473,"Independiente","No tiene hijos",0,"Moroso"
"1614","De 50 a mas",0,0,0.129501900238087,"Dependiente","Tiene hijos",0,"No moroso"
"1615","De 50 a mas",1,1,0.632126871441756,"Independiente","No tiene hijos",4,"No moroso"
"1616","De 36 a 49",1,1,0.318234332148417,"Independiente","Tiene hijos",5,"No moroso"
"1617","De 36 a 49",1,0,0.117569830733602,"Dependiente","Tiene hijos",4,"Moroso"
"1618","De 36 a 49",0,0,0.699192555319828,"Dependiente","No tiene hijos",0,"No moroso"
"1619","De 36 a 49",0,0,1.39437207242039,"Independiente","No tiene hijos",2,"Moroso"
"1620","De 18 a 35",1,0,0.290692018312143,"Independiente","No tiene hijos",3,"Moroso"
"1621","De 18 a 35",1,1,3.03826574688605,"Independiente","No tiene hijos",5,"Moroso"
"1622","De 18 a 35",1,0,0.0964643934699757,"Independiente","No tiene hijos",5,"No moroso"
"1623","De 18 a 35",0,0,1.39241371656965,"Independiente","Tiene hijos",4,"No moroso"
"1624","De 50 a mas",0,1,0.143191551590447,"Independiente","Tiene hijos",6,"No moroso"
"1625","De 36 a 49",0,1,1.39865226276289,"Independiente","No tiene hijos",1,"Moroso"
"1626","De 50 a mas",1,0,1.42455430730161,"Independiente","Tiene hijos",0,"No moroso"
"1627","De 36 a 49",1,0,1.76279951876191,"Dependiente","No tiene hijos",4,"No moroso"
"1628","De 18 a 35",1,0,0.603688772760678,"Independiente","No tiene hijos",5,"No moroso"
"1629","De 36 a 49",1,1,1.47751967747743,"Independiente","No tiene hijos",6,"No moroso"
"1630","De 50 a mas",1,0,0.0483043586614496,"Independiente","No tiene hijos",6,"No moroso"
"1631","De 50 a mas",0,0,0.0908943952170852,"Dependiente","No tiene hijos",2,"No moroso"
"1632","De 36 a 49",0,1,0.511436475939858,"Independiente","No tiene hijos",0,"No moroso"
"1633","De 36 a 49",1,1,0.191161472561123,"Independiente","No tiene hijos",6,"No moroso"
"1634","De 36 a 49",1,1,3.43872722863674,"Independiente","No tiene hijos",2,"No moroso"
"1635","De 50 a mas",0,0,1.52268742597727,"Independiente","No tiene hijos",4,"Moroso"
"1636","De 50 a mas",0,0,0.804530715256651,"Independiente","No tiene hijos",4,"No moroso"
"1637","De 18 a 35",0,1,2.07591968809743,"Independiente","No tiene hijos",5,"No moroso"
"1638","De 36 a 49",0,0,0.812871787268817,"Independiente","No tiene hijos",3,"Moroso"
"1639","De 18 a 35",0,0,0.0147099495162637,"Dependiente","No tiene hijos",2,"Moroso"
"1640","De 50 a mas",1,0,0.609685582561247,"Dependiente","No tiene hijos",4,"No moroso"
"1641","De 18 a 35",0,1,1.3932138696312,"Independiente","No tiene hijos",2,"Moroso"
"1642","De 50 a mas",0,0,0.00559602435322149,"Independiente","Tiene hijos",3,"No moroso"
"1643","De 50 a mas",0,0,0.903998212683992,"Independiente","No tiene hijos",3,"Moroso"
"1644","De 50 a mas",1,0,1.31857513934198,"Independiente","No tiene hijos",3,"No moroso"
"1645","De 36 a 49",1,1,0.800574260369369,"Dependiente","No tiene hijos",4,"No moroso"
"1646","De 50 a mas",0,0,2.72267555978542,"Independiente","No tiene hijos",3,"Moroso"
"1647","De 50 a mas",0,1,0.323744465923775,"Independiente","No tiene hijos",3,"No moroso"
"1648","De 50 a mas",0,0,0.796984629247002,"Dependiente","No tiene hijos",6,"Moroso"
"1649","De 36 a 49",1,1,0.119623326003141,"Independiente","No tiene hijos",1,"No moroso"
"1650","De 18 a 35",1,1,0.282857900817998,"Dependiente","Tiene hijos",2,"No moroso"
"1651","De 36 a 49",0,0,0.159111284312956,"Independiente","No tiene hijos",7,"Moroso"
"1652","De 36 a 49",0,1,1.27281456143734,"Independiente","No tiene hijos",0,"Moroso"
"1653","De 36 a 49",1,0,0.715721189375426,"Independiente","Tiene hijos",1,"No moroso"
"1654","De 36 a 49",0,1,0.839172169295614,"Independiente","No tiene hijos",0,"No moroso"
"1655","De 18 a 35",0,0,0.46546011014661,"Independiente","No tiene hijos",5,"Moroso"
"1656","De 36 a 49",0,0,1.02848985402866,"Independiente","No tiene hijos",3,"No moroso"
"1657","De 18 a 35",1,1,1.13186862858949,"Dependiente","No tiene hijos",2,"No moroso"
"1658","De 50 a mas",0,0,0.585606445500865,"Dependiente","Tiene hijos",4,"No moroso"
"1659","De 18 a 35",0,0,3.79354994558144,"Independiente","No tiene hijos",4,"Moroso"
"1660","De 50 a mas",0,1,0.49321916513395,"Independiente","No tiene hijos",4,"Moroso"
"1661","De 50 a mas",0,0,0.607800301527319,"Independiente","No tiene hijos",0,"No moroso"
"1662","De 18 a 35",1,1,0.356790093639648,"Dependiente","No tiene hijos",5,"Moroso"
"1663","De 36 a 49",0,1,0.134712623041783,"Independiente","No tiene hijos",7,"Moroso"
"1664","De 36 a 49",0,0,0.132797795530497,"Independiente","Tiene hijos",1,"No moroso"
"1665","De 50 a mas",0,0,0.69767789263737,"Independiente","Tiene hijos",3,"Moroso"
"1666","De 36 a 49",0,1,0.516340854043128,"Independiente","No tiene hijos",3,"No moroso"
"1667","De 50 a mas",0,0,0.376530502400204,"Independiente","No tiene hijos",4,"Moroso"
"1668","De 36 a 49",1,1,2.05760474603327,"Independiente","No tiene hijos",3,"Moroso"
"1669","De 36 a 49",0,0,0.359049882753929,"Independiente","No tiene hijos",5,"No moroso"
"1670","De 36 a 49",0,1,3.84501801129309,"Independiente","No tiene hijos",4,"Moroso"
"1671","De 36 a 49",1,0,1.52499600293569,"Independiente","Tiene hijos",7,"Moroso"
"1672","De 36 a 49",0,0,1.25913346231987,"Dependiente","Tiene hijos",6,"Moroso"
"1673","De 18 a 35",0,1,0.0473899997279295,"Dependiente","No tiene hijos",1,"No moroso"
"1674","De 36 a 49",0,1,0.441832095160378,"Independiente","Tiene hijos",2,"No moroso"
"1675","De 18 a 35",1,0,0.711311940137426,"Independiente","No tiene hijos",7,"Moroso"
"1676","De 36 a 49",0,1,0.986984134025859,"Independiente","No tiene hijos",4,"Moroso"
"1677","De 36 a 49",0,0,3.87693764172427,"Independiente","No tiene hijos",4,"Moroso"
"1678","De 36 a 49",0,0,3.41735132292659,"Independiente","Tiene hijos",3,"Moroso"
"1679","De 36 a 49",1,1,2.90309978038453,"Independiente","No tiene hijos",2,"Moroso"
"1680","De 36 a 49",0,1,0.105250257636523,"Dependiente","Tiene hijos",7,"Moroso"
"1681","De 18 a 35",1,0,0.105966288694038,"Independiente","Tiene hijos",2,"Moroso"
"1682","De 36 a 49",0,1,0.0741208261526902,"Independiente","Tiene hijos",3,"Moroso"
"1683","De 50 a mas",1,1,0.327695781337309,"Independiente","No tiene hijos",3,"Moroso"
"1684","De 36 a 49",1,1,0.917139932017862,"Independiente","No tiene hijos",1,"No moroso"
"1685","De 36 a 49",0,0,1.17295907954079,"Independiente","Tiene hijos",6,"Moroso"
"1686","De 18 a 35",0,1,0.832424352593187,"Dependiente","Tiene hijos",3,"Moroso"
"1687","De 36 a 49",0,0,0.224134253777688,"Independiente","No tiene hijos",1,"No moroso"
"1688","De 36 a 49",0,0,1.59728912504309,"Independiente","No tiene hijos",1,"Moroso"
"1689","De 36 a 49",0,0,0.47760346913517,"Independiente","No tiene hijos",6,"Moroso"
"1690","De 50 a mas",1,1,4.15495105816824,"Independiente","No tiene hijos",5,"Moroso"
"1691","De 36 a 49",0,1,0.90273565322126,"Independiente","No tiene hijos",1,"No moroso"
"1692","De 18 a 35",1,1,2.00497078538233,"Independiente","Tiene hijos",6,"Moroso"
"1693","De 36 a 49",1,1,0.135883737501357,"Independiente","Tiene hijos",7,"Moroso"
"1694","De 50 a mas",0,0,0.674028943683427,"Independiente","No tiene hijos",5,"Moroso"
"1695","De 50 a mas",0,0,1.31973437056428,"Independiente","No tiene hijos",6,"Moroso"
"1696","De 50 a mas",0,0,1.01199750881541,"Dependiente","No tiene hijos",4,"Moroso"
"1697","De 50 a mas",0,1,1.58126028845624,"Independiente","No tiene hijos",1,"No moroso"
"1698","De 36 a 49",0,0,1.91677095444856,"Independiente","Tiene hijos",5,"Moroso"
"1699","De 36 a 49",1,1,2.26934097484998,"Dependiente","No tiene hijos",5,"No moroso"
"1700","De 18 a 35",0,0,0.949888796235619,"Dependiente","No tiene hijos",4,"Moroso"
"1701","De 36 a 49",1,1,0.633054217829477,"Dependiente","Tiene hijos",3,"No moroso"
"1702","De 18 a 35",0,1,0.265021022958601,"Independiente","Tiene hijos",1,"No moroso"
"1703","De 36 a 49",0,1,1.7260986015465,"Dependiente","No tiene hijos",4,"No moroso"
"1704","De 50 a mas",0,0,2.36076951010053,"Independiente","No tiene hijos",2,"Moroso"
"1705","De 50 a mas",1,0,0.424230633676535,"Independiente","Tiene hijos",7,"No moroso"
"1706","De 36 a 49",0,1,0.468181037425454,"Dependiente","No tiene hijos",3,"Moroso"
"1707","De 18 a 35",1,1,2.18021977720538,"Independiente","No tiene hijos",6,"Moroso"
"1708","De 36 a 49",0,0,0.65280450670314,"Independiente","No tiene hijos",6,"Moroso"
"1709","De 50 a mas",0,1,0.247102946444158,"Independiente","Tiene hijos",3,"Moroso"
"1710","De 36 a 49",0,0,0.56552610699197,"Independiente","Tiene hijos",6,"Moroso"
"1711","De 36 a 49",0,0,0.779912879761532,"Independiente","Tiene hijos",4,"Moroso"
"1712","De 18 a 35",0,0,0.0137486988458744,"Dependiente","No tiene hijos",3,"No moroso"
"1713","De 18 a 35",0,0,0.472784112561032,"Dependiente","No tiene hijos",4,"Moroso"
"1714","De 50 a mas",1,0,0.20449913662471,"Independiente","No tiene hijos",7,"Moroso"
"1715","De 36 a 49",1,1,1.92965793638528,"Independiente","No tiene hijos",3,"No moroso"
"1716","De 50 a mas",1,0,0.146971527392437,"Independiente","No tiene hijos",1,"No moroso"
"1717","De 36 a 49",0,1,1.07122207139911,"Independiente","No tiene hijos",4,"No moroso"
"1718","De 36 a 49",1,1,1.74401081068811,"Independiente","No tiene hijos",0,"No moroso"
"1719","De 50 a mas",0,0,3.1931525278093,"Dependiente","Tiene hijos",5,"Moroso"
"1720","De 18 a 35",0,1,0.515623367145516,"Independiente","No tiene hijos",0,"No moroso"
"1721","De 50 a mas",1,0,0.924513488932604,"Independiente","Tiene hijos",7,"Moroso"
"1722","De 36 a 49",0,0,2.66296197960789,"Independiente","No tiene hijos",7,"Moroso"
"1723","De 36 a 49",1,0,0.998688808920634,"Independiente","No tiene hijos",4,"No moroso"
"1724","De 36 a 49",0,1,2.83088488306722,"Independiente","Tiene hijos",6,"Moroso"
"1725","De 18 a 35",1,0,1.90585287434689,"Independiente","No tiene hijos",2,"Moroso"
"1726","De 50 a mas",0,0,0.332693007946662,"Independiente","No tiene hijos",1,"No moroso"
"1727","De 18 a 35",0,1,0.44177707726179,"Independiente","No tiene hijos",4,"No moroso"
"1728","De 36 a 49",1,1,0.475387111705261,"Independiente","No tiene hijos",0,"No moroso"
"1729","De 36 a 49",0,0,0.768197516637641,"Dependiente","No tiene hijos",6,"Moroso"
"1730","De 18 a 35",0,0,0.349088113526095,"Dependiente","No tiene hijos",1,"No moroso"
"1731","De 50 a mas",0,0,1.06584438550014,"Independiente","Tiene hijos",3,"No moroso"
"1732","De 36 a 49",0,0,0.545579354096486,"Independiente","No tiene hijos",4,"Moroso"
"1733","De 18 a 35",1,0,0.274199128921373,"Independiente","No tiene hijos",5,"Moroso"
"1734","De 50 a mas",1,0,0.0327542945052668,"Independiente","Tiene hijos",3,"No moroso"
"1735","De 50 a mas",0,0,0.39927362479337,"Independiente","No tiene hijos",1,"No moroso"
"1736","De 36 a 49",0,0,4.38213237884551,"Independiente","No tiene hijos",2,"Moroso"
"1737","De 36 a 49",1,0,1.62846591529854,"Independiente","No tiene hijos",5,"Moroso"
"1738","De 50 a mas",0,0,1.5642248201982,"Dependiente","Tiene hijos",1,"No moroso"
"1739","De 50 a mas",0,0,2.34145320122846,"Independiente","Tiene hijos",3,"No moroso"
"1740","De 50 a mas",0,0,1.74467036125839,"Independiente","No tiene hijos",7,"Moroso"
"1741","De 18 a 35",0,0,0.244089705153847,"Independiente","No tiene hijos",5,"Moroso"
"1742","De 50 a mas",0,1,2.34054158091207,"Dependiente","No tiene hijos",4,"Moroso"
"1743","De 36 a 49",0,1,5.29318096558958,"Independiente","Tiene hijos",3,"Moroso"
"1744","De 18 a 35",0,1,0.34924069568558,"Independiente","No tiene hijos",4,"Moroso"
"1745","De 18 a 35",0,0,0.0978749383466277,"Independiente","Tiene hijos",1,"No moroso"
"1746","De 18 a 35",1,1,0.602428415008072,"Independiente","No tiene hijos",1,"No moroso"
"1747","De 50 a mas",0,0,0.0977121804831165,"Independiente","Tiene hijos",0,"No moroso"
"1748","De 50 a mas",0,0,0.421590321926439,"Dependiente","Tiene hijos",2,"No moroso"
"1749","De 50 a mas",0,0,1.24724080337161,"Dependiente","No tiene hijos",6,"Moroso"
"1750","De 36 a 49",0,0,0.0724312897957619,"Independiente","No tiene hijos",4,"No moroso"
"1751","De 50 a mas",0,1,0.214606859352873,"Dependiente","Tiene hijos",5,"No moroso"
"1752","De 50 a mas",0,0,0.821499083192035,"Independiente","No tiene hijos",4,"No moroso"
"1753","De 50 a mas",0,0,0.00972261933827558,"Independiente","No tiene hijos",3,"No moroso"
"1754","De 36 a 49",1,0,2.45098997758284,"Independiente","No tiene hijos",4,"Moroso"
"1755","De 50 a mas",0,1,2.55002448393993,"Independiente","Tiene hijos",5,"Moroso"
"1756","De 36 a 49",0,1,0.425223426547714,"Independiente","No tiene hijos",1,"No moroso"
"1757","De 50 a mas",1,0,0.016227680317152,"Independiente","Tiene hijos",4,"No moroso"
"1758","De 36 a 49",0,0,2.14497451312927,"Independiente","No tiene hijos",3,"Moroso"
"1759","De 36 a 49",1,1,0.867444574710626,"Independiente","No tiene hijos",0,"No moroso"
"1760","De 50 a mas",1,1,0.0715243738299609,"Independiente","No tiene hijos",3,"No moroso"
"1761","De 36 a 49",1,0,3.69999157699431,"Independiente","Tiene hijos",4,"Moroso"
"1762","De 18 a 35",1,1,0.13157676843684,"Independiente","No tiene hijos",7,"Moroso"
"1763","De 18 a 35",0,0,4.22707045658218,"Independiente","No tiene hijos",4,"Moroso"
"1764","De 36 a 49",1,0,2.81849940860507,"Independiente","No tiene hijos",3,"Moroso"
"1765","De 36 a 49",0,0,0.840333741894783,"Independiente","Tiene hijos",6,"No moroso"
"1766","De 50 a mas",0,1,0.39670410079378,"Independiente","No tiene hijos",4,"No moroso"
"1767","De 50 a mas",0,1,0.0493051560839507,"Independiente","No tiene hijos",1,"No moroso"
"1768","De 36 a 49",1,1,0.147914118518896,"Independiente","No tiene hijos",2,"No moroso"
"1769","De 36 a 49",1,1,0.0764873244842625,"Independiente","Tiene hijos",7,"No moroso"
"1770","De 50 a mas",0,1,0.349121828945931,"Independiente","Tiene hijos",3,"No moroso"
"1771","De 36 a 49",1,0,2.43374169991588,"Independiente","No tiene hijos",2,"No moroso"
"1772","De 36 a 49",0,1,0.583092738183133,"Independiente","Tiene hijos",2,"Moroso"
"1773","De 18 a 35",0,1,0.113004807507997,"Independiente","Tiene hijos",4,"No moroso"
"1774","De 36 a 49",1,0,0.854243701898409,"Independiente","No tiene hijos",5,"Moroso"
"1775","De 36 a 49",1,0,0.956289900714171,"Independiente","No tiene hijos",0,"No moroso"
"1776","De 36 a 49",0,1,0.335110519721713,"Independiente","No tiene hijos",3,"Moroso"
"1777","De 18 a 35",0,1,0.706429003505182,"Independiente","No tiene hijos",5,"No moroso"
"1778","De 36 a 49",0,0,0.103040884745991,"Dependiente","Tiene hijos",1,"No moroso"
"1779","De 36 a 49",1,1,0.0968257677271516,"Independiente","Tiene hijos",4,"No moroso"
"1780","De 36 a 49",1,1,0.185786618746369,"Independiente","No tiene hijos",4,"No moroso"
"1781","De 18 a 35",0,1,0.276147781695775,"Independiente","No tiene hijos",1,"No moroso"
"1782","De 36 a 49",0,0,1.0336462239432,"Dependiente","Tiene hijos",6,"Moroso"
"1783","De 36 a 49",0,1,0.245711072789023,"Independiente","Tiene hijos",2,"No moroso"
"1784","De 36 a 49",1,1,0.260955367932417,"Independiente","No tiene hijos",2,"No moroso"
"1785","De 18 a 35",1,0,0.0937801332604902,"Independiente","No tiene hijos",3,"No moroso"
"1786","De 18 a 35",0,0,1.76132054543581,"Independiente","Tiene hijos",7,"Moroso"
"1787","De 50 a mas",0,0,0.714748782863546,"Independiente","Tiene hijos",6,"Moroso"
"1788","De 36 a 49",0,0,0.32594881127988,"Dependiente","No tiene hijos",3,"No moroso"
"1789","De 36 a 49",0,0,0.177189589718867,"Independiente","No tiene hijos",1,"No moroso"
"1790","De 50 a mas",0,1,1.25285070950417,"Independiente","No tiene hijos",4,"No moroso"
"1791","De 18 a 35",1,1,2.50893116396253,"Independiente","No tiene hijos",5,"Moroso"
"1792","De 18 a 35",1,1,3.81741106407649,"Dependiente","Tiene hijos",6,"Moroso"
"1793","De 36 a 49",0,0,0.691069620355912,"Independiente","No tiene hijos",0,"No moroso"
"1794","De 50 a mas",1,0,0.661781523158448,"Independiente","No tiene hijos",5,"No moroso"
"1795","De 36 a 49",0,0,2.01725469351173,"Independiente","No tiene hijos",2,"Moroso"
"1796","De 36 a 49",1,1,0.557575871063501,"Independiente","No tiene hijos",3,"No moroso"
"1797","De 36 a 49",0,1,0.349924026951187,"Dependiente","No tiene hijos",4,"Moroso"
"1798","De 50 a mas",1,0,5.15711416925376,"Independiente","Tiene hijos",3,"Moroso"
"1799","De 36 a 49",0,1,2.93744895993267,"Independiente","Tiene hijos",5,"Moroso"
"1800","De 36 a 49",0,1,0.445179226184872,"Independiente","Tiene hijos",5,"Moroso"
"1801","De 18 a 35",0,1,0.930195045853025,"Independiente","No tiene hijos",6,"Moroso"
"1802","De 50 a mas",1,0,1.24434832043763,"Independiente","Tiene hijos",7,"Moroso"
"1803","De 18 a 35",1,0,0.14033603061975,"Independiente","No tiene hijos",7,"No moroso"
"1804","De 36 a 49",1,0,1.09629517171306,"Dependiente","Tiene hijos",3,"No moroso"
"1805","De 36 a 49",0,1,0.34348446048562,"Independiente","Tiene hijos",3,"No moroso"
"1806","De 18 a 35",0,0,1.67500375118274,"Dependiente","No tiene hijos",3,"Moroso"
"1807","De 50 a mas",1,1,0.980558058698544,"Independiente","No tiene hijos",6,"No moroso"
"1808","De 36 a 49",0,0,1.11040472293531,"Dependiente","No tiene hijos",6,"Moroso"
"1809","De 50 a mas",1,0,1.30646827207969,"Independiente","No tiene hijos",7,"Moroso"
"1810","De 36 a 49",1,0,2.01443293225309,"Independiente","No tiene hijos",3,"Moroso"
"1811","De 36 a 49",0,0,4.20976314903471,"Independiente","No tiene hijos",4,"Moroso"
"1812","De 36 a 49",1,1,0.15179386142401,"Independiente","No tiene hijos",5,"No moroso"
"1813","De 50 a mas",1,1,0.412289457809406,"Independiente","No tiene hijos",2,"No moroso"
"1814","De 36 a 49",0,1,1.27875869172572,"Independiente","No tiene hijos",1,"No moroso"
"1815","De 36 a 49",0,0,0.860207685563084,"Independiente","Tiene hijos",2,"Moroso"
"1816","De 36 a 49",0,1,0.136614757133901,"Independiente","No tiene hijos",6,"No moroso"
"1817","De 36 a 49",0,1,0.900711246494472,"Independiente","No tiene hijos",3,"Moroso"
"1818","De 36 a 49",0,1,1.93986195357692,"Dependiente","Tiene hijos",5,"Moroso"
"1819","De 36 a 49",0,1,0.199356577801054,"Independiente","Tiene hijos",7,"Moroso"
"1820","De 18 a 35",1,0,0.15503657634215,"Independiente","No tiene hijos",5,"No moroso"
"1821","De 50 a mas",0,0,0.312096730295106,"Independiente","No tiene hijos",3,"No moroso"
"1822","De 36 a 49",0,1,0.0569817108706954,"Dependiente","No tiene hijos",3,"No moroso"
"1823","De 18 a 35",1,1,0.482435629438704,"Independiente","Tiene hijos",0,"No moroso"
"1824","De 50 a mas",0,0,0.541314721378011,"Dependiente","No tiene hijos",2,"No moroso"
"1825","De 36 a 49",0,0,2.033888309983,"Dependiente","No tiene hijos",0,"Moroso"
"1826","De 50 a mas",1,0,0.20065893895961,"Independiente","No tiene hijos",6,"No moroso"
"1827","De 18 a 35",1,0,1.53368172385839,"Independiente","No tiene hijos",5,"Moroso"
"1828","De 50 a mas",0,1,0.517911820310703,"Independiente","Tiene hijos",5,"No moroso"
"1829","De 36 a 49",0,0,1.18075055082039,"Independiente","No tiene hijos",6,"Moroso"
"1830","De 50 a mas",1,1,0.677995888214886,"Independiente","No tiene hijos",0,"No moroso"
"1831","De 50 a mas",0,0,0.884842625850953,"Independiente","Tiene hijos",6,"Moroso"
"1832","De 36 a 49",1,0,0.416472256388272,"Independiente","No tiene hijos",3,"No moroso"
"1833","De 50 a mas",1,0,1.22695938043319,"Independiente","No tiene hijos",1,"No moroso"
"1834","De 18 a 35",1,1,0.0276023129450387,"Dependiente","No tiene hijos",2,"No moroso"
"1835","De 18 a 35",0,0,3.64863814269859,"Independiente","No tiene hijos",3,"Moroso"
"1836","De 36 a 49",0,0,1.85278439371925,"Dependiente","No tiene hijos",3,"No moroso"
"1837","De 36 a 49",1,0,0.0354234307695123,"Dependiente","No tiene hijos",6,"Moroso"
"1838","De 36 a 49",0,0,1.67094241313721,"Independiente","Tiene hijos",4,"No moroso"
"1839","De 50 a mas",1,1,1.59426599934126,"Independiente","No tiene hijos",1,"Moroso"
"1840","De 50 a mas",1,1,1.33256109417616,"Dependiente","No tiene hijos",4,"No moroso"
"1841","De 36 a 49",1,0,0.54044664625394,"Independiente","No tiene hijos",1,"No moroso"
"1842","De 36 a 49",0,0,0.512583736261043,"Independiente","No tiene hijos",6,"Moroso"
"1843","De 36 a 49",1,1,0.593092196799543,"Independiente","Tiene hijos",1,"No moroso"
"1844","De 50 a mas",1,0,0.0799736139006538,"Independiente","No tiene hijos",6,"Moroso"
"1845","De 36 a 49",1,0,0.0386009805933362,"Dependiente","No tiene hijos",1,"No moroso"
"1846","De 18 a 35",0,0,0.430105723795964,"Independiente","No tiene hijos",0,"No moroso"
"1847","De 36 a 49",1,0,0.503195989678887,"Independiente","No tiene hijos",6,"Moroso"
"1848","De 18 a 35",0,1,0.936323399400626,"Independiente","No tiene hijos",6,"Moroso"
"1849","De 36 a 49",0,0,0.442688576389671,"Independiente","Tiene hijos",3,"No moroso"
"1850","De 36 a 49",1,1,0.694468108427212,"Independiente","No tiene hijos",6,"Moroso"
"1851","De 50 a mas",0,1,0.293323380153266,"Independiente","Tiene hijos",4,"No moroso"
"1852","De 50 a mas",1,0,0.866770614867947,"Independiente","Tiene hijos",7,"Moroso"
"1853","De 36 a 49",0,0,0.0479100449986641,"Independiente","No tiene hijos",3,"No moroso"
"1854","De 18 a 35",0,0,0.358206598939751,"Independiente","No tiene hijos",2,"Moroso"
"1855","De 36 a 49",0,0,4.03866193397927,"Independiente","No tiene hijos",3,"No moroso"
"1856","De 36 a 49",0,0,0.477261776586086,"Dependiente","No tiene hijos",5,"No moroso"
"1857","De 50 a mas",0,0,0.78817496840588,"Independiente","Tiene hijos",3,"Moroso"
"1858","De 36 a 49",0,1,0.155478545891271,"Independiente","No tiene hijos",6,"No moroso"
"1859","De 36 a 49",0,0,1.98757443745844,"Dependiente","No tiene hijos",6,"Moroso"
"1860","De 50 a mas",1,1,4.4943525032825,"Independiente","Tiene hijos",1,"Moroso"
"1861","De 36 a 49",0,0,2.56869934601346,"Independiente","Tiene hijos",4,"Moroso"
"1862","De 36 a 49",1,1,0.545374375627695,"Independiente","No tiene hijos",4,"No moroso"
"1863","De 18 a 35",1,1,1.57541303416105,"Independiente","Tiene hijos",6,"No moroso"
"1864","De 50 a mas",0,0,0.566458599072935,"Independiente","Tiene hijos",2,"Moroso"
"1865","De 36 a 49",1,1,0.560874350900787,"Dependiente","No tiene hijos",1,"No moroso"
"1866","De 18 a 35",0,0,1.77647468062188,"Independiente","No tiene hijos",5,"Moroso"
"1867","De 36 a 49",1,1,0.726996294960086,"Dependiente","No tiene hijos",2,"Moroso"
"1868","De 50 a mas",0,0,0.160260654577015,"Independiente","No tiene hijos",1,"No moroso"
"1869","De 36 a 49",0,0,0.262250839216253,"Independiente","No tiene hijos",2,"Moroso"
"1870","De 36 a 49",0,1,0.281818063084593,"Independiente","No tiene hijos",5,"Moroso"
"1871","De 36 a 49",1,0,1.09063544968225,"Independiente","Tiene hijos",4,"Moroso"
"1872","De 50 a mas",1,1,0.180077246200177,"Independiente","Tiene hijos",7,"Moroso"
"1873","De 18 a 35",0,1,0.271515851282003,"Independiente","Tiene hijos",4,"Moroso"
"1874","De 36 a 49",0,0,0.0533858264403182,"Independiente","Tiene hijos",5,"Moroso"
"1875","De 18 a 35",0,1,0.223950274075481,"Independiente","No tiene hijos",3,"No moroso"
"1876","De 50 a mas",1,0,1.64556546801856,"Independiente","No tiene hijos",1,"No moroso"
"1877","De 36 a 49",1,0,3.37915256799577,"Independiente","No tiene hijos",3,"No moroso"
"1878","De 18 a 35",1,0,0.890342488187498,"Independiente","Tiene hijos",4,"Moroso"
"1879","De 50 a mas",1,0,0.70481321178016,"Independiente","No tiene hijos",6,"Moroso"
"1880","De 36 a 49",1,0,0.320474887215416,"Independiente","No tiene hijos",3,"No moroso"
"1881","De 50 a mas",0,0,3.67221667388377,"Independiente","Tiene hijos",1,"Moroso"
